timestamp,eurusd_btc_corr
2025-05-01 19:53:44.127245,0.17080235282497636
2025-05-01 19:59:44.127245,-0.7383582928164725
2025-05-01 20:05:44.127245,-0.6223635350856398
2025-05-01 20:11:44.127245,-0.7531661315551432
2025-05-01 20:17:44.127245,0.01805306191731887
2025-05-01 20:23:44.127245,0.7711862179472515
2025-05-01 20:29:44.127245,-0.9305858979951536
2025-05-01 20:35:44.127245,-0.526951446716499
2025-05-01 20:41:44.127245,-0.596836250514798
2025-05-01 20:47:44.127245,-0.44735379264543174
2025-05-01 20:53:44.127245,0.09432009283938025
2025-05-01 20:59:44.127245,0.16969717376994406
2025-05-01 21:05:44.127245,-0.7083160204512715
2025-05-01 21:11:44.127245,0.5201551314791482
2025-05-01 21:17:44.127245,-0.02483907303004855
2025-05-01 21:23:44.127245,0.8306444490196887
2025-05-01 21:29:44.127245,-0.4759950456566846
2025-05-01 21:35:44.127245,0.5068508092883843
2025-05-01 21:41:44.127245,0.20798718681660683
2025-05-01 21:47:44.127245,0.20118379759835509
